Div9: Div9, Lifetables (period 5x5), Females Last modified: February 4 2025, MPv5 (May07) 

Year     	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1941-1944	0	0.03143	0.03060	0.14	100000	3060	97371	6926229	69.26
1941-1944	1-4	0.00202	0.00802	1.61	96940	778	385902	6828858	70.44
1941-1944	5-9	0.00084	0.00417	2.23	96162	401	479697	6442956	67.00
1941-1944	10-14	0.00067	0.00333	2.65	95761	319	478053	5963259	62.27
1941-1944	15-19	0.00113	0.00562	2.67	95441	536	475960	5485206	57.47
1941-1944	20-24	0.00156	0.00775	2.59	94905	736	472753	5009246	52.78
1941-1944	25-29	0.00181	0.00902	2.54	94170	850	468758	4536494	48.17
1941-1944	30-34	0.00222	0.01107	2.61	93320	1033	464131	4067735	43.59
1941-1944	35-39	0.00306	0.01520	2.62	92287	1403	458096	3603604	39.05
1941-1944	40-44	0.00404	0.02003	2.62	90884	1820	450086	3145508	34.61
1941-1944	45-49	0.00598	0.02947	2.62	89064	2625	439082	2695421	30.26
1941-1944	50-54	0.00827	0.04053	2.61	86439	3503	423834	2256339	26.10
1941-1944	55-59	0.01172	0.05701	2.62	82936	4728	403423	1832505	22.10
1941-1944	60-64	0.01782	0.08550	2.65	78208	6687	375314	1429082	18.27
1941-1944	65-69	0.02779	0.13034	2.63	71521	9322	335480	1053768	14.73
1941-1944	70-74	0.04567	0.20580	2.6	62199	12801	280298	718289	11.55
1941-1944	75-79	0.07351	0.31114	2.53	49398	15370	209071	437990	8.87
1941-1944	80-84	0.10955	0.42872	2.47	34029	14589	133167	228919	6.73
1941-1944	85-89	0.17114	0.58831	2.34	19440	11437	66826	95752	4.93
1941-1944	90-94	0.25402	0.73194	2.11	8003	5858	23061	28926	3.61
1941-1944	95-99	0.35075	0.84372	1.92	2145	1810	5160	5865	2.73
1941-1944	100-104	0.46778	0.91819	1.69	335	308	658	704	2.10
1941-1944	105-109	0.58900	0.95834	1.48	27	26	45	46	1.69
1941-1944	110+	0.68478	1.00000	1.46	1	1	2	2	1.46
1945-1949	0	0.02630	0.02571	0.13	100000	2571	97755	7115340	71.15
1945-1949	1-4	0.00137	0.00546	1.65	97429	532	388467	7017586	72.03
1945-1949	5-9	0.00063	0.00317	2.26	96897	307	483642	6629119	68.41
1945-1949	10-14	0.00054	0.00269	2.71	96590	260	482354	6145476	63.62
1945-1949	15-19	0.00099	0.00496	2.66	96330	478	480535	5663122	58.79
1945-1949	20-24	0.00123	0.00614	2.53	95852	588	477810	5182587	54.07
1945-1949	25-29	0.00140	0.00700	2.58	95264	666	474708	4704777	49.39
1945-1949	30-34	0.00181	0.00902	2.62	94598	853	470962	4230069	44.72
1945-1949	35-39	0.00263	0.01307	2.63	93744	1225	465822	3759106	40.10
1945-1949	40-44	0.00367	0.01820	2.64	92519	1684	458624	3293284	35.60
1945-1949	45-49	0.00526	0.02599	2.63	90835	2361	448589	2834661	31.21
1945-1949	50-54	0.00750	0.03684	2.61	88475	3259	434591	2386072	26.97
1945-1949	55-59	0.01069	0.05215	2.63	85215	4444	415567	1951481	22.90
1945-1949	60-64	0.01569	0.07562	2.63	80771	6108	389358	1535915	19.02
1945-1949	65-69	0.02538	0.11977	2.65	74664	8943	352335	1146556	15.36
