Div9: Div9, Lifetables (period 5x10), Males Last modified: February 4 2025, MPv5 (May07) 

Year     	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1941-1949	0	0.03757	0.03640	0.15	100000	3640	96891	6374083	63.74
1941-1949	1-4	0.00196	0.00781	1.63	96360	752	383660	6277192	65.14
1941-1949	5-9	0.00101	0.00504	2.37	95608	482	476769	5893533	61.64
1941-1949	10-14	0.00098	0.00490	2.69	95125	466	474550	5416763	56.94
1941-1949	15-19	0.00187	0.00932	2.74	94659	882	471302	4942214	52.21
1941-1949	20-24	0.00276	0.01370	2.53	93777	1285	465706	4470911	47.68
1941-1949	25-29	0.00254	0.01262	2.47	92492	1168	459514	4005205	43.30
1941-1949	30-34	0.00292	0.01450	2.61	91325	1324	453455	3545691	38.83
1941-1949	35-39	0.00425	0.02103	2.66	90001	1893	445579	3092237	34.36
1941-1949	40-44	0.00649	0.03197	2.66	88108	2817	433938	2646658	30.04
1941-1949	45-49	0.00984	0.04809	2.64	85291	4102	416781	2212720	25.94
1941-1949	50-54	0.01464	0.07075	2.62	81189	5744	392255	1795938	22.12
1941-1949	55-59	0.02104	0.10016	2.6	75445	7557	359084	1403684	18.61
1941-1949	60-64	0.03005	0.14011	2.59	67888	9512	316472	1044599	15.39
1941-1949	65-69	0.04385	0.19811	2.56	58376	11565	263710	728127	12.47
1941-1949	70-74	0.06355	0.27455	2.52	46812	12852	202232	464417	9.92
1941-1949	75-79	0.09382	0.37901	2.47	33960	12871	137184	262185	7.72
1941-1949	80-84	0.13382	0.49641	2.4	21088	10468	78230	125000	5.93
1941-1949	85-89	0.20034	0.64651	2.26	10620	6866	34271	46770	4.40
1941-1949	90-94	0.27994	0.76633	2.05	3754	2877	10277	12499	3.33
1941-1949	95-99	0.38232	0.86789	1.85	877	761	1991	2222	2.53
1941-1949	100-104	0.49476	0.92903	1.64	116	108	218	231	1.99
1941-1949	105-109	0.60829	0.96226	1.45	8	8	13	13	1.64
1941-1949	110+	0.69710	1.00000	1.43	0	0	0	0	1.43
1950-1959	0	0.02854	0.02784	0.12	100000	2784	97555	6699711	67.00
1950-1959	1-4	0.00116	0.00464	1.62	97216	451	387792	6602156	67.91
1950-1959	5-9	0.00058	0.00289	2.35	96765	279	483084	6214364	64.22
1950-1959	10-14	0.00057	0.00283	2.75	96485	273	481813	5731279	59.40
1950-1959	15-19	0.00132	0.00658	2.76	96212	633	479644	5249466	54.56
1950-1959	20-24	0.00181	0.00903	2.52	95579	863	475753	4769822	49.90
1950-1959	25-29	0.00177	0.00883	2.5	94716	837	471490	4294070	45.34
1950-1959	30-34	0.00203	0.01008	2.59	93879	946	467117	3822579	40.72
1950-1959	35-39	0.00285	0.01415	2.67	92933	1315	461600	3355462	36.11
1950-1959	40-44	0.00460	0.02275	2.69	91618	2084	453280	2893862	31.59
1950-1959	45-49	0.00771	0.03788	2.69	89534	3392	439834	2440583	27.26
1950-1959	50-54	0.01230	0.05976	2.65	86142	5148	418613	2000749	23.23
1950-1959	55-59	0.01832	0.08780	2.62	80994	7111	388055	1582135	19.53
1950-1959	60-64	0.02702	0.12689	2.61	73883	9375	346976	1194080	16.16
1950-1959	65-69	0.04019	0.18308	2.57	64508	11810	293841	847104	13.13
1950-1959	70-74	0.05790	0.25336	2.54	52698	13351	230588	553263	10.50
1950-1959	75-79	0.08498	0.35026	2.49	39347	13781	162163	322675	8.20
1950-1959	80-84	0.12304	0.46689	2.42	25565	11936	97014	160512	6.28
1950-1959	85-89	0.18599	0.61815	2.29	13629	8425	45296	63498	4.66
