Div3: Div3, Lifetables (period 1x10), Males Last modified: February 4 2025, MPv5 (May07) 

Year     	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1941-1949	0	0.03878	0.03755	0.15	100000	3755	96805	6452057	64.52
1941-1949	1	0.00303	0.00303	0.5	96245	292	96100	6355251	66.03
1941-1949	2	0.00183	0.00183	0.5	95954	176	95866	6259152	65.23
1941-1949	3	0.00145	0.00145	0.5	95778	139	95709	6163285	64.35
1941-1949	4	0.00117	0.00117	0.5	95639	112	95584	6067576	63.44
1941-1949	5	0.00106	0.00106	0.5	95528	101	95477	5971993	62.52
1941-1949	6	0.00102	0.00102	0.5	95426	97	95378	5876516	61.58
1941-1949	7	0.00099	0.00099	0.5	95329	94	95282	5781138	60.64
1941-1949	8	0.00095	0.00095	0.5	95235	91	95189	5685857	59.70
1941-1949	9	0.00091	0.00090	0.5	95144	86	95101	5590668	58.76
1941-1949	10	0.00086	0.00086	0.5	95058	82	95017	5495567	57.81
1941-1949	11	0.00086	0.00086	0.5	94976	81	94935	5400550	56.86
1941-1949	12	0.00091	0.00091	0.5	94894	87	94851	5305615	55.91
1941-1949	13	0.00102	0.00102	0.5	94808	96	94760	5210764	54.96
1941-1949	14	0.00117	0.00117	0.5	94712	111	94656	5116004	54.02
1941-1949	15	0.00135	0.00135	0.5	94601	128	94537	5021347	53.08
1941-1949	16	0.00151	0.00151	0.5	94473	143	94402	4926810	52.15
1941-1949	17	0.00164	0.00164	0.5	94330	154	94253	4832409	51.23
1941-1949	18	0.00174	0.00173	0.5	94176	163	94094	4738155	50.31
1941-1949	19	0.00180	0.00180	0.5	94013	169	93928	4644061	49.40
1941-1949	20	0.00184	0.00184	0.5	93843	173	93757	4550133	48.49
1941-1949	21	0.00188	0.00188	0.5	93671	176	93583	4456376	47.57
1941-1949	22	0.00191	0.00191	0.5	93495	178	93406	4362794	46.66
1941-1949	23	0.00192	0.00192	0.5	93317	179	93227	4269388	45.75
1941-1949	24	0.00193	0.00192	0.5	93137	179	93048	4176161	44.84
1941-1949	25	0.00192	0.00192	0.5	92958	179	92869	4083113	43.92
1941-1949	26	0.00194	0.00194	0.5	92780	180	92690	3990244	43.01
