Div3: Div3, Lifetables (period 1x10), Females Last modified: February 4 2025, MPv5 (May07) 

Year     	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1941-1949	0	0.02988	0.02913	0.14	100000	2913	97485	6917945	69.18
1941-1949	1	0.00270	0.00270	0.5	97087	262	96956	6820460	70.25
1941-1949	2	0.00148	0.00147	0.5	96825	143	96754	6723503	69.44
1941-1949	3	0.00117	0.00117	0.5	96682	113	96626	6626750	68.54
1941-1949	4	0.00096	0.00096	0.5	96570	93	96523	6530123	67.62
1941-1949	5	0.00082	0.00082	0.5	96477	79	96437	6433600	66.69
1941-1949	6	0.00073	0.00073	0.5	96397	71	96362	6337163	65.74
1941-1949	7	0.00067	0.00067	0.5	96327	65	96294	6240801	64.79
1941-1949	8	0.00062	0.00062	0.5	96262	60	96232	6144507	63.83
1941-1949	9	0.00058	0.00058	0.5	96202	56	96175	6048275	62.87
1941-1949	10	0.00056	0.00056	0.5	96147	54	96120	5952100	61.91
1941-1949	11	0.00056	0.00056	0.5	96093	54	96066	5855980	60.94
1941-1949	12	0.00059	0.00059	0.5	96039	57	96011	5759914	59.97
1941-1949	13	0.00064	0.00064	0.5	95983	62	95952	5663903	59.01
1941-1949	14	0.00072	0.00072	0.5	95921	69	95887	5567951	58.05
1941-1949	15	0.00081	0.00081	0.5	95852	78	95814	5472064	57.09
1941-1949	16	0.00090	0.00090	0.5	95775	86	95732	5376250	56.13
1941-1949	17	0.00098	0.00098	0.5	95689	94	95642	5280519	55.18
1941-1949	18	0.00106	0.00106	0.5	95595	101	95545	5184877	54.24
1941-1949	19	0.00114	0.00114	0.5	95494	109	95440	5089332	53.29
1941-1949	20	0.00121	0.00121	0.5	95386	116	95328	4993892	52.35
1941-1949	21	0.00128	0.00128	0.5	95270	122	95209	4898564	51.42
1941-1949	22	0.00134	0.00134	0.5	95148	128	95084	4803356	50.48
1941-1949	23	0.00139	0.00139	0.5	95020	132	94954	4708272	49.55
1941-1949	24	0.00142	0.00142	0.5	94888	135	94821	4613318	48.62
1941-1949	25	0.00146	0.00145	0.5	94753	138	94685	4518497	47.69
1941-1949	26	0.00150	0.00150	0.5	94616	141	94545	4423812	46.76
1941-1949	27	0.00155	0.00155	0.5	94474	146	94401	4329267	45.82
1941-1949	28	0.00162	0.00162	0.5	94328	152	94252	4234866	44.90
1941-1949	29	0.00170	0.00170	0.5	94176	160	94096	4140614	43.97
1941-1949	30	0.00180	0.00179	0.5	94016	169	93931	4046519	43.04
1941-1949	31	0.00190	0.00189	0.5	93847	178	93758	3952587	42.12
1941-1949	32	0.00201	0.00201	0.5	93669	188	93575	3858829	41.20
1941-1949	33	0.00215	0.00215	0.5	93481	201	93381	3765254	40.28
1941-1949	34	0.00229	0.00229	0.5	93280	214	93173	3671874	39.36
1941-1949	35	0.00247	0.00246	0.5	93066	229	92952	3578700	38.45
1941-1949	36	0.00265	0.00264	0.5	92837	245	92714	3485749	37.55
1941-1949	37	0.00283	0.00283	0.5	92592	262	92461	3393034	36.65
1941-1949	38	0.00304	0.00304	0.5	92330	281	92190	3300573	35.75
1941-1949	39	0.00326	0.00326	0.5	92049	300	91899	3208383	34.86
1941-1949	40	0.00349	0.00348	0.5	91749	320	91590	3116484	33.97
1941-1949	41	0.00372	0.00371	0.5	91430	340	91260	3024894	33.08
1941-1949	42	0.00401	0.00400	0.5	91090	365	90908	2933634	32.21
1941-1949	43	0.00435	0.00434	0.5	90726	393	90529	2842727	31.33
1941-1949	44	0.00468	0.00467	0.5	90332	422	90121	2752198	30.47
1941-1949	45	0.00507	0.00506	0.5	89910	455	89683	2662077	29.61
1941-1949	46	0.00547	0.00546	0.5	89455	488	89211	2572394	28.76
1941-1949	47	0.00590	0.00588	0.5	88967	524	88705	2483182	27.91
1941-1949	48	0.00638	0.00636	0.5	88444	563	88162	2394477	27.07
1941-1949	49	0.00693	0.00690	0.5	87881	607	87577	2306315	26.24
1941-1949	50	0.00755	0.00752	0.5	87274	657	86946	2218738	25.42
1941-1949	51	0.00811	0.00808	0.5	86617	700	86267	2131792	24.61
1941-1949	52	0.00872	0.00868	0.5	85917	746	85544	2045524	23.81
1941-1949	53	0.00941	0.00936	0.5	85172	797	84773	1959980	23.01
1941-1949	54	0.01011	0.01006	0.5	84374	849	83950	1875207	22.22
1941-1949	55	0.01088	0.01082	0.5	83526	904	83074	1791257	21.45
1941-1949	56	0.01170	0.01163	0.5	82622	961	82141	1708184	20.67
1941-1949	57	0.01264	0.01256	0.5	81661	1025	81148	1626043	19.91
1941-1949	58	0.01372	0.01362	0.5	80635	1099	80086	1544895	19.16
1941-1949	59	0.01488	0.01477	0.5	79537	1175	78949	1464809	18.42
1941-1949	60	0.01617	0.01604	0.5	78362	1257	77733	1385859	17.69
1941-1949	61	0.01747	0.01732	0.5	77105	1336	76437	1308126	16.97
1941-1949	62	0.01896	0.01879	0.5	75769	1423	75057	1231689	16.26
1941-1949	63	0.02076	0.02055	0.5	74346	1528	73582	1156632	15.56
1941-1949	64	0.02270	0.02244	0.5	72818	1634	72001	1083050	14.87
1941-1949	65	0.02501	0.02470	0.5	71184	1758	70304	1011049	14.20
1941-1949	66	0.02739	0.02702	0.5	69425	1876	68487	940745	13.55
1941-1949	67	0.02998	0.02954	0.5	67549	1995	66552	872258	12.91
1941-1949	68	0.03312	0.03258	0.5	65554	2136	64486	805706	12.29
1941-1949	69	0.03650	0.03584	0.5	63418	2273	62282	741220	11.69
1941-1949	70	0.04033	0.03953	0.5	61145	2417	59937	678938	11.10
1941-1949	71	0.04410	0.04314	0.5	58728	2534	57461	619001	10.54
1941-1949	72	0.04832	0.04718	0.5	56194	2651	54868	561540	9.99
1941-1949	73	0.05343	0.05204	0.5	53543	2786	52150	506672	9.46
1941-1949	74	0.05901	0.05732	0.5	50756	2909	49302	454522	8.95
1941-1949	75	0.06564	0.06355	0.5	47847	3041	46327	405221	8.47
1941-1949	76	0.07229	0.06977	0.5	44806	3126	43243	358894	8.01
1941-1949	77	0.07878	0.07579	0.5	41680	3159	40101	315651	7.57
1941-1949	78	0.08643	0.08285	0.5	38521	3192	36925	275550	7.15
1941-1949	79	0.09486	0.09057	0.5	35330	3200	33730	238625	6.75
1941-1949	80	0.10004	0.09528	0.5	32130	3061	30599	204895	6.38
1941-1949	81	0.10993	0.10420	0.5	29069	3029	27554	174296	6.00
1941-1949	82	0.12065	0.11379	0.5	26040	2963	24558	146742	5.64
1941-1949	83	0.13229	0.12408	0.5	23077	2863	21645	122184	5.29
1941-1949	84	0.14471	0.13495	0.5	20213	2728	18849	100539	4.97
1941-1949	85	0.15793	0.14637	0.5	17485	2559	16206	81689	4.67
1941-1949	86	0.17274	0.15901	0.5	14926	2373	13739	65484	4.39
1941-1949	87	0.18953	0.17312	0.5	12553	2173	11466	51744	4.12
1941-1949	88	0.20787	0.18830	0.5	10380	1954	9402	40278	3.88
1941-1949	89	0.22629	0.20329	0.5	8425	1713	7569	30876	3.66
1941-1949	90	0.24252	0.21629	0.5	6712	1452	5986	23307	3.47
1941-1949	91	0.25758	0.22819	0.5	5260	1200	4660	17321	3.29
1941-1949	92	0.27224	0.23962	0.5	4060	973	3574	12660	3.12
1941-1949	93	0.28671	0.25076	0.5	3087	774	2700	9087	2.94
1941-1949	94	0.30407	0.26394	0.5	2313	611	2008	6387	2.76
1941-1949	95	0.34475	0.29406	0.5	1703	501	1452	4379	2.57
1941-1949	96	0.36841	0.31111	0.5	1202	374	1015	2926	2.43
1941-1949	97	0.39273	0.32827	0.5	828	272	692	1912	2.31
1941-1949	98	0.41760	0.34546	0.5	556	192	460	1219	2.19
1941-1949	99	0.44288	0.36259	0.5	364	132	298	759	2.09
1941-1949	100	0.46847	0.37956	0.5	232	88	188	461	1.99
1941-1949	101	0.49423	0.39630	0.5	144	57	115	273	1.90
1941-1949	102	0.52001	0.41271	0.5	87	36	69	158	1.82
1941-1949	103	0.54569	0.42872	0.5	51	22	40	89	1.74
1941-1949	104	0.57113	0.44426	0.5	29	13	23	49	1.67
